fecha,estacion,temperatura,precipitacion,vel_Viento,presion_barometrica,dir_viento,humedad_rel,mes,año,nombre_estacion,dir_cardinal,estacion_año,monoxido_nitrogeno
15/11/2021,54,11.4,0.0,1.3,938.9333333333333,1.0,55.0,11,2021,Ensanche de Vallecas,Norte,Otoño,6.0
15/12/2021,54,9.9,0.0,0.74,945.0666666666667,51.0,50.0,12,2021,Ensanche de Vallecas,Noreste,Invierno,122.0
16/01/2021,54,0.1,0.0,0.68,949.5333333333333,6.0,80.0,1,2021,Ensanche de Vallecas,Norte,Invierno,83.0
16/02/2021,54,9.9,0.0,0.98,953.3571428571429,25.0,72.0,2,2021,Ensanche de Vallecas,Norte,Invierno,13.0
16/03/2021,54,11.8,0.0,2.4,880.8,41.0,47.0,3,2021,Ensanche de Vallecas,Norte,Primavera,5.0
16/04/2021,54,12.6,0.0,1.19,944.9333333333333,19.0,53.0,4,2021,Ensanche de Vallecas,Norte,Primavera,5.0
16/05/2021,54,20.4,0.0,1.88,943.0,184.0,58.0,5,2021,Ensanche de Vallecas,Sur,Primavera,2.0
16/06/2021,54,25.3,4.1,1.76,944.0,106.0,44.0,6,2021,Ensanche de Vallecas,Este,Verano,2.0
16/07/2021,54,27.8,0.0,1.02,943.5333333333333,26.0,31.0,7,2021,Ensanche de Vallecas,Norte,Verano,4.0
16/08/2021,54,29.5,0.0,1.32,942.4666666666667,25.0,22.0,8,2021,Ensanche de Vallecas,Norte,Verano,2.0
16/09/2021,54,20.5,0.2,0.83,944.0666666666667,3.0,64.0,9,2021,Ensanche de Vallecas,Norte,Otoño,11.0
16/10/2021,54,16.2,0.0,0.67,944.4666666666667,64.0,52.0,10,2021,Ensanche de Vallecas,Noreste,Otoño,19.0
16/11/2021,54,8.8,0.0,0.76,940.4,22.0,62.0,11,2021,Ensanche de Vallecas,Norte,Otoño,23.0
16/12/2021,54,7.5,0.0,0.74,945.4,67.0,60.0,12,2021,Ensanche de Vallecas,Noreste,Invierno,98.0
17/01/2021,54,0.6,0.0,0.66,948.4666666666667,46.0,69.0,1,2021,Ensanche de Vallecas,Noreste,Invierno,42.0
17/02/2021,54,11.1,0.0,0.8,952.4285714285714,188.0,71.0,2,2021,Ensanche de Vallecas,Sur,Invierno,56.0
17/03/2021,54,12.5,0.0,2.48,883.0666666666667,38.0,45.0,3,2021,Ensanche de Vallecas,Norte,Primavera,5.0
17/04/2021,54,10.0,0.0,1.3,879.5333333333333,30.0,39.0,4,2021,Ensanche de Vallecas,Norte,Primavera,3.0
17/05/2021,54,20.1,0.0,1.58,944.4666666666667,287.0,40.0,5,2021,Ensanche de Vallecas,Oeste,Primavera,3.0
17/06/2021,54,18.1,8.3,1.42,942.2,126.0,77.0,6,2021,Ensanche de Vallecas,Este,Verano,3.0
17/07/2021,54,30.2,0.0,1.12,943.1333333333333,26.0,24.0,7,2021,Ensanche de Vallecas,Norte,Verano,2.0
17/08/2021,54,25.5,0.0,1.4,942.9333333333333,4.0,31.0,8,2021,Ensanche de Vallecas,Norte,Verano,2.0
17/09/2021,54,21.8,0.0,0.92,942.8666666666667,140.0,57.0,9,2021,Ensanche de Vallecas,Sureste,Otoño,8.0
17/10/2021,54,18.2,0.6,0.81,944.1333333333333,45.0,63.0,10,2021,Ensanche de Vallecas,Norte,Otoño,4.0
17/11/2021,54,9.6,0.0,1.22,941.3333333333334,14.0,59.0,11,2021,Ensanche de Vallecas,Norte,Otoño,11.0
17/12/2021,54,6.6,0.0,0.79,948.4666666666667,72.0,66.0,12,2021,Ensanche de Vallecas,Noreste,Invierno,77.0
18/01/2021,54,2.6,0.0,0.68,945.4666666666667,99.0,75.0,1,2021,Ensanche de Vallecas,Este,Invierno,80.0
18/02/2021,54,10.6,0.0,0.92,950.0,192.0,65.0,2,2021,Ensanche de Vallecas,Sur,Invierno,36.0
18/03/2021,54,8.8,0.0,1.9,885.0666666666667,20.0,43.0,3,2021,Ensanche de Vallecas,Norte,Primavera,6.0
18/04/2021,54,11.5,0.0,1.08,941.4666666666667,30.0,44.0,4,2021,Ensanche de Vallecas,Norte,Primavera,2.0
18/05/2021,54,20.7,0.0,1.58,944.6666666666666,4.0,39.0,5,2021,Ensanche de Vallecas,Norte,Primavera,6.0
18/06/2021,54,19.6,1.3,1.75,940.3333333333334,270.0,66.0,6,2021,Ensanche de Vallecas,Suroeste,Verano,6.0
18/07/2021,54,30.2,0.0,1.31,943.2,8.0,26.0,7,2021,Ensanche de Vallecas,Norte,Verano,1.0
18/08/2021,54,26.7,0.0,1.39,943.0,36.0,32.0,8,2021,Ensanche de Vallecas,Norte,Verano,2.0
18/09/2021,54,21.4,0.0,1.26,943.0666666666667,216.0,51.0,9,2021,Ensanche de Vallecas,Sur,Otoño,6.0
18/10/2021,54,18.3,0.0,0.73,945.4,0.0,66.0,10,2021,Ensanche de Vallecas,Norte,Otoño,34.0
18/11/2021,54,8.6,0.0,1.02,943.6,43.0,62.0,11,2021,Ensanche de Vallecas,Norte,Otoño,19.0
18/12/2021,54,6.9,0.0,0.94,952.4666666666667,33.0,68.0,12,2021,Ensanche de Vallecas,Norte,Invierno,26.0
19/01/2021,54,2.3,0.0,0.68,944.4666666666667,68.0,82.0,1,2021,Ensanche de Vallecas,Noreste,Invierno,66.0
19/02/2021,54,11.5,0.0,0.88,949.8571428571429,64.0,58.0,2,2021,Ensanche de Vallecas,Noreste,Invierno,22.0
19/03/2021,54,7.4,0.0,1.94,884.4666666666667,42.0,55.0,3,2021,Ensanche de Vallecas,Norte,Primavera,3.0
19/04/2021,54,14.8,0.0,1.41,940.2,272.0,46.0,4,2021,Ensanche de Vallecas,Oeste,Primavera,4.0
19/05/2021,54,19.7,0.0,1.42,945.0,287.0,40.0,5,2021,Ensanche de Vallecas,Oeste,Primavera,4.0
19/06/2021,54,19.2,0.0,1.23,940.8666666666667,178.0,53.0,6,2021,Ensanche de Vallecas,Sureste,Verano,2.0
19/07/2021,54,28.9,0.0,1.33,942.4666666666667,2.0,28.0,7,2021,Ensanche de Vallecas,Norte,Verano,2.0
19/08/2021,54,27.5,0.0,1.12,943.2666666666667,16.0,34.0,8,2021,Ensanche de Vallecas,Norte,Verano,4.0
19/09/2021,54,19.2,0.0,0.96,944.6,39.0,43.0,9,2021,Ensanche de Vallecas,Norte,Otoño,6.0
19/10/2021,54,19.3,0.0,0.77,941.0,13.0,60.0,10,2021,Ensanche de Vallecas,Norte,Otoño,17.0
19/11/2021,54,10.6,0.0,1.29,950.3333333333334,35.0,66.0,11,2021,Ensanche de Vallecas,Norte,Otoño,10.0
19/12/2021,54,9.0,0.0,0.8,949.2666666666667,24.0,72.0,12,2021,Ensanche de Vallecas,Norte,Invierno,21.0
20/01/2021,54,3.7,3.6,0.97,941.5333333333333,36.0,92.0,1,2021,Ensanche de Vallecas,Norte,Invierno,25.0
20/02/2021,54,12.4,0.0,1.53,949.7857142857143,90.0,47.0,2,2021,Ensanche de Vallecas,Noreste,Invierno,10.0
20/03/2021,54,6.7,0.0,2.01,884.0,31.0,41.0,3,2021,Ensanche de Vallecas,Norte,Primavera,3.0
20/04/2021,54,14.8,0.0,1.05,938.2666666666667,12.0,60.0,4,2021,Ensanche de Vallecas,Norte,Primavera,12.0
20/05/2021,54,20.7,0.0,0.98,944.9333333333333,17.0,40.0,5,2021,Ensanche de Vallecas,Norte,Primavera,7.0
20/06/2021,54,17.1,0.0,1.26,941.1333333333333,184.0,67.0,6,2021,Ensanche de Vallecas,Sur,Verano,1.0
20/07/2021,54,29.7,0.0,1.34,942.2,225.0,24.0,7,2021,Ensanche de Vallecas,Sur,Verano,4.0
20/08/2021,54,27.7,0.0,1.34,944.0666666666667,76.0,39.0,8,2021,Ensanche de Vallecas,Noreste,Verano,2.0
20/09/2021,54,18.8,0.0,1.48,944.6,1.0,48.0,9,2021,Ensanche de Vallecas,Norte,Otoño,5.0
20/10/2021,54,18.9,0.0,1.09,938.2666666666667,28.0,58.0,10,2021,Ensanche de Vallecas,Norte,Otoño,8.0
20/11/2021,54,10.7,0.0,0.87,947.8666666666667,11.0,73.0,11,2021,Ensanche de Vallecas,Norte,Otoño,6.0
20/12/2021,54,7.0,0.0,0.73,946.4666666666667,1.0,82.0,12,2021,Ensanche de Vallecas,Norte,Invierno,31.0
21/01/2021,54,7.2,2.2,1.76,946.0,185.0,97.0,1,2021,Ensanche de Vallecas,Sur,Invierno,3.0
21/02/2021,54,9.7,5.1,2.06,949.6428571428571,114.0,73.0,2,2021,Ensanche de Vallecas,Este,Invierno,2.0
21/03/2021,54,8.2,0.0,1.28,882.6,10.0,41.0,3,2021,Ensanche de Vallecas,Norte,Primavera,3.0
21/04/2021,54,13.7,0.0,1.17,936.3333333333334,189.0,64.0,4,2021,Ensanche de Vallecas,Sur,Primavera,6.0
21/05/2021,54,22.5,0.0,1.72,943.2666666666667,83.0,40.0,5,2021,Ensanche de Vallecas,Noreste,Primavera,5.0
21/06/2021,54,17.7,0.0,1.69,942.0,171.0,59.0,6,2021,Ensanche de Vallecas,Sureste,Verano,2.0
21/07/2021,54,29.7,0.0,1.09,943.7333333333333,91.0,27.0,7,2021,Ensanche de Vallecas,Este,Verano,5.0
21/08/2021,54,28.3,0.0,1.03,945.4666666666667,98.0,22.0,8,2021,Ensanche de Vallecas,Este,Verano,3.0
21/09/2021,54,16.6,0.0,1.81,943.7333333333333,20.0,48.0,9,2021,Ensanche de Vallecas,Norte,Otoño,4.0
21/10/2021,54,17.7,0.0,1.07,941.4,293.0,57.0,10,2021,Ensanche de Vallecas,Oeste,Otoño,20.0
21/11/2021,54,11.1,0.0,0.68,944.7333333333333,53.0,80.0,11,2021,Ensanche de Vallecas,Noreste,Otoño,7.0
21/12/2021,54,9.8,0.0,0.6,948.3333333333334,84.0,81.0,12,2021,Ensanche de Vallecas,Noreste,Invierno,65.0
22/01/2021,54,8.0,4.2,3.03,931.6,185.0,79.0,1,2021,Ensanche de Vallecas,Sur,Invierno,2.0
22/02/2021,54,8.2,0.1,2.11,951.7857142857143,272.0,64.0,2,2021,Ensanche de Vallecas,Oeste,Invierno,4.0
22/03/2021,54,10.2,0.0,0.91,882.6,2.0,44.0,3,2021,Ensanche de Vallecas,Norte,Primavera,16.0
22/04/2021,54,12.7,6.1,0.92,935.5333333333333,133.0,79.0,4,2021,Ensanche de Vallecas,Este,Primavera,5.0
22/05/2021,54,18.1,0.0,1.99,943.2666666666667,270.0,35.0,5,2021,Ensanche de Vallecas,Suroeste,Primavera,1.0
22/06/2021,54,18.1,0.0,1.56,944.1333333333333,278.0,57.0,6,2021,Ensanche de Vallecas,Oeste,Verano,3.0
22/07/2021,54,30.6,0.0,1.25,944.2666666666667,9.0,26.0,7,2021,Ensanche de Vallecas,Norte,Verano,4.0
22/08/2021,54,29.1,0.0,1.01,946.4666666666667,91.0,23.0,8,2021,Ensanche de Vallecas,Este,Verano,6.0
22/09/2021,54,16.8,0.2,1.28,943.8,17.0,60.0,9,2021,Ensanche de Vallecas,Norte,Otoño,5.0
22/10/2021,54,15.2,0.0,1.64,940.8666666666667,42.0,50.0,10,2021,Ensanche de Vallecas,Norte,Otoño,4.0
22/11/2021,54,7.2,0.5,0.88,941.6666666666666,121.0,94.0,11,2021,Ensanche de Vallecas,Este,Otoño,12.0
22/12/2021,54,10.7,0.0,0.95,950.8666666666667,68.0,83.0,12,2021,Ensanche de Vallecas,Noreste,Invierno,46.0
23/01/2021,54,6.4,1.1,1.79,929.6,195.0,92.0,1,2021,Ensanche de Vallecas,Sur,Invierno,2.0
23/02/2021,54,8.8,0.0,0.89,950.8571428571429,50.0,70.0,2,2021,Ensanche de Vallecas,Noreste,Invierno,14.0
23/03/2021,54,11.9,0.0,0.89,883.0666666666667,0.0,39.0,3,2021,Ensanche de Vallecas,Norte,Primavera,27.0
23/04/2021,54,13.4,0.0,1.94,937.2,107.0,69.0,4,2021,Ensanche de Vallecas,Este,Primavera,5.0
23/05/2021,54,14.7,1.5,1.32,943.5333333333333,17.0,54.0,5,2021,Ensanche de Vallecas,Norte,Primavera,2.0
23/06/2021,54,19.3,0.0,1.16,944.5333333333333,10.0,53.0,6,2021,Ensanche de Vallecas,Norte,Verano,4.0
23/07/2021,54,28.4,0.0,1.42,942.9333333333333,236.0,22.0,7,2021,Ensanche de Vallecas,Suroeste,Verano,3.0
23/08/2021,54,29.7,0.0,1.29,945.2,36.0,30.0,8,2021,Ensanche de Vallecas,Norte,Verano,3.0
23/09/2021,54,19.1,4.4,1.59,945.3333333333334,18.0,65.0,9,2021,Ensanche de Vallecas,Norte,Otoño,4.0
23/10/2021,54,13.7,0.0,0.84,941.6666666666666,33.0,52.0,10,2021,Ensanche de Vallecas,Norte,Otoño,21.0
23/11/2021,54,5.0,0.3,0.85,879.0,86.0,82.0,11,2021,Ensanche de Vallecas,Noreste,Otoño,13.0
23/12/2021,54,9.3,1.9,0.71,951.6,5.0,90.0,12,2021,Ensanche de Vallecas,Norte,Invierno,33.0
24/01/2021,54,10.0,0.0,1.93,930.6,192.0,71.0,1,2021,Ensanche de Vallecas,Sur,Invierno,1.0
24/02/2021,54,9.7,0.0,1.4,949.5,110.0,73.0,2,2021,Ensanche de Vallecas,Este,Invierno,12.0
24/03/2021,54,13.5,0.0,0.99,883.2666666666667,111.0,38.0,3,2021,Ensanche de Vallecas,Este,Primavera,12.0
24/04/2021,54,12.6,2.9,1.95,939.5333333333333,89.0,71.0,4,2021,Ensanche de Vallecas,Noreste,Primavera,3.0
24/05/2021,54,16.5,0.0,1.48,944.2,127.0,51.0,5,2021,Ensanche de Vallecas,Este,Primavera,5.0
24/06/2021,54,21.4,0.0,1.17,880.9333333333333,16.0,44.0,6,2021,Ensanche de Vallecas,Norte,Verano,3.0
24/07/2021,54,25.9,0.0,1.83,941.4,279.0,28.0,7,2021,Ensanche de Vallecas,Oeste,Verano,2.0
24/08/2021,54,26.0,0.0,1.27,943.5333333333333,30.0,42.0,8,2021,Ensanche de Vallecas,Norte,Verano,3.0
24/09/2021,54,19.2,2.4,1.22,944.7333333333333,31.0,78.0,9,2021,Ensanche de Vallecas,Norte,Otoño,7.0
24/10/2021,54,13.6,0.0,0.71,946.4666666666667,79.0,47.0,10,2021,Ensanche de Vallecas,Noreste,Otoño,22.0
24/11/2021,54,5.4,0.3,0.79,881.0,11.0,82.0,11,2021,Ensanche de Vallecas,Norte,Otoño,26.0
24/12/2021,54,10.6,1.8,0.84,949.4,111.0,95.0,12,2021,Ensanche de Vallecas,Este,Invierno,3.0
25/01/2021,54,10.6,0.0,1.82,932.4666666666667,186.0,92.0,1,2021,Ensanche de Vallecas,Sur,Invierno,3.0
25/02/2021,54,10.0,0.0,1.24,947.5,0.0,72.0,2,2021,Ensanche de Vallecas,Norte,Invierno,11.0
25/03/2021,54,13.8,0.0,1.02,882.6666666666666,48.0,44.0,3,2021,Ensanche de Vallecas,Noreste,Primavera,13.0
25/04/2021,54,11.1,9.8,0.99,939.1333333333333,22.0,86.0,4,2021,Ensanche de Vallecas,Norte,Primavera,3.0
25/05/2021,54,19.4,0.0,1.17,946.7333333333333,20.0,44.0,5,2021,Ensanche de Vallecas,Norte,Primavera,3.0
25/06/2021,54,24.8,0.0,1.11,879.9333333333333,18.0,39.0,6,2021,Ensanche de Vallecas,Norte,Verano,4.0
25/07/2021,54,25.3,0.0,1.4,879.2666666666667,73.0,28.0,7,2021,Ensanche de Vallecas,Noreste,Verano,1.0
25/08/2021,54,25.3,0.0,1.3,942.6666666666666,114.0,48.0,8,2021,Ensanche de Vallecas,Este,Verano,2.0
25/09/2021,54,19.0,0.1,1.05,945.6666666666666,268.0,69.0,9,2021,Ensanche de Vallecas,Suroeste,Otoño,2.0
25/10/2021,54,13.9,0.0,0.66,945.6,55.0,48.0,10,2021,Ensanche de Vallecas,Noreste,Otoño,40.0
25/11/2021,54,6.5,0.3,0.74,943.0666666666667,26.0,72.0,11,2021,Ensanche de Vallecas,Norte,Otoño,36.0
25/12/2021,54,9.3,6.4,0.93,947.8666666666667,180.0,96.0,12,2021,Ensanche de Vallecas,Sureste,Invierno,2.0
26/01/2021,54,12.3,0.0,1.05,933.6666666666666,196.0,90.0,1,2021,Ensanche de Vallecas,Sur,Invierno,4.0
26/02/2021,54,11.7,0.0,0.94,947.2857142857143,1.0,63.0,2,2021,Ensanche de Vallecas,Norte,Invierno,13.0
26/03/2021,54,13.8,0.0,1.71,881.1333333333333,189.0,46.0,3,2021,Ensanche de Vallecas,Sur,Primavera,4.0
26/04/2021,54,14.4,0.7,1.08,940.8,1.0,76.0,4,2021,Ensanche de Vallecas,Norte,Primavera,6.0
26/05/2021,54,20.7,0.0,1.23,947.3333333333334,2.0,51.0,5,2021,Ensanche de Vallecas,Norte,Primavera,5.0
26/06/2021,54,26.5,0.0,1.61,879.1333333333333,25.0,37.0,6,2021,Ensanche de Vallecas,Norte,Verano,3.0
26/07/2021,54,23.6,1.2,1.17,879.6666666666666,8.0,53.0,7,2021,Ensanche de Vallecas,Norte,Verano,3.0
26/08/2021,54,26.7,0.0,0.91,942.9333333333333,3.0,42.0,8,2021,Ensanche de Vallecas,Norte,Verano,4.0
26/09/2021,54,18.7,0.1,0.88,946.6,177.0,64.0,9,2021,Ensanche de Vallecas,Sureste,Otoño,2.0
26/10/2021,54,15.0,0.0,0.87,945.0666666666667,37.0,49.0,10,2021,Ensanche de Vallecas,Norte,Otoño,34.0
26/11/2021,54,6.5,0.0,0.74,943.3333333333334,0.0,67.0,11,2021,Ensanche de Vallecas,Norte,Otoño,65.0
26/12/2021,54,9.6,8.5,1.06,950.0,192.0,98.0,12,2021,Ensanche de Vallecas,Sur,Invierno,2.0
27/01/2021,54,13.9,0.0,0.88,884.6666666666666,200.0,87.0,1,2021,Ensanche de Vallecas,Sur,Invierno,39.0
27/02/2021,54,12.7,0.0,0.98,948.3571428571429,7.0,55.0,2,2021,Ensanche de Vallecas,Norte,Invierno,13.0
27/03/2021,54,12.6,0.0,1.22,883.9333333333333,32.0,55.0,3,2021,Ensanche de Vallecas,Norte,Primavera,3.0
27/04/2021,54,14.0,11.5,0.93,941.9333333333333,48.0,78.0,4,2021,Ensanche de Vallecas,Noreste,Primavera,6.0
27/05/2021,54,21.7,0.0,1.06,945.5333333333333,29.0,48.0,5,2021,Ensanche de Vallecas,Norte,Primavera,5.0
27/06/2021,54,24.6,0.0,1.71,879.7333333333333,4.0,29.0,6,2021,Ensanche de Vallecas,Norte,Verano,1.0
27/07/2021,54,26.9,0.0,1.35,878.6,87.0,41.0,7,2021,Ensanche de Vallecas,Noreste,Verano,2.0
27/08/2021,54,28.4,0.0,1.03,942.9333333333333,11.0,33.0,8,2021,Ensanche de Vallecas,Norte,Verano,2.0
27/09/2021,54,19.8,0.0,0.66,946.2,19.0,55.0,9,2021,Ensanche de Vallecas,Norte,Otoño,23.0
27/10/2021,54,14.4,0.0,0.71,945.6666666666666,9.0,55.0,10,2021,Ensanche de Vallecas,Norte,Otoño,30.0
27/11/2021,54,5.4,0.0,1.96,941.1333333333333,178.0,61.0,11,2021,Ensanche de Vallecas,Sureste,Otoño,5.0
27/12/2021,54,12.3,0.4,1.85,949.5333333333333,191.0,84.0,12,2021,Ensanche de Vallecas,Sur,Invierno,1.0
28/01/2021,54,11.0,0.1,0.75,885.8,189.0,95.0,1,2021,Ensanche de Vallecas,Sur,Invierno,8.0
28/02/2021,54,9.8,0.0,1.77,949.2142857142857,45.0,63.0,2,2021,Ensanche de Vallecas,Norte,Invierno,3.0
28/03/2021,54,14.6,0.0,1.4,885.4666666666667,74.0,50.0,3,2021,Ensanche de Vallecas,Noreste,Primavera,2.0
28/04/2021,54,13.9,0.6,1.07,943.0,182.0,76.0,4,2021,Ensanche de Vallecas,Sur,Primavera,6.0
28/05/2021,54,21.4,1.4,1.06,944.5333333333333,31.0,56.0,5,2021,Ensanche de Vallecas,Norte,Primavera,4.0
28/06/2021,54,22.1,0.0,1.84,880.4,273.0,31.0,6,2021,Ensanche de Vallecas,Oeste,Verano,3.0
28/07/2021,54,29.0,0.0,1.39,878.2,272.0,32.0,7,2021,Ensanche de Vallecas,Oeste,Verano,3.0
28/08/2021,54,27.5,0.0,1.07,942.4,68.0,29.0,8,2021,Ensanche de Vallecas,Noreste,Verano,3.0
28/09/2021,54,20.2,0.0,0.95,946.2,192.0,52.0,9,2021,Ensanche de Vallecas,Sur,Otoño,14.0
28/10/2021,54,14.4,0.0,0.72,945.1333333333333,73.0,53.0,10,2021,Ensanche de Vallecas,Noreste,Otoño,28.0
28/11/2021,54,5.4,0.0,2.81,942.2,268.0,57.0,11,2021,Ensanche de Vallecas,Suroeste,Otoño,2.0
28/12/2021,54,11.3,0.0,1.15,948.2,190.0,84.0,12,2021,Ensanche de Vallecas,Sur,Invierno,4.0
29/01/2021,54,10.0,0.0,0.95,886.4666666666667,181.0,92.0,1,2021,Ensanche de Vallecas,Sur,Invierno,28.0
29/03/2021,54,15.4,0.0,1.55,882.8666666666667,72.0,39.0,3,2021,Ensanche de Vallecas,Noreste,Primavera,6.0
29/04/2021,54,13.6,1.4,1.33,943.7333333333333,191.0,70.0,4,2021,Ensanche de Vallecas,Sur,Primavera,3.0
29/05/2021,54,23.8,0.0,0.95,943.3333333333334,36.0,46.0,5,2021,Ensanche de Vallecas,Norte,Primavera,3.0
29/06/2021,54,23.6,0.0,1.08,816.2,39.0,33.0,6,2021,Ensanche de Vallecas,Norte,Verano,3.0
29/07/2021,54,29.1,0.0,1.8,879.0666666666667,67.0,40.0,7,2021,Ensanche de Vallecas,Noreste,Verano,2.0
29/08/2021,54,26.0,0.0,1.18,942.2666666666667,172.0,33.0,8,2021,Ensanche de Vallecas,Sureste,Verano,1.0
29/09/2021,54,19.9,0.0,0.83,946.0666666666667,3.0,49.0,9,2021,Ensanche de Vallecas,Norte,Otoño,8.0
29/10/2021,54,13.6,14.7,0.97,944.0,173.0,72.0,10,2021,Ensanche de Vallecas,Sureste,Otoño,4.0
29/11/2021,54,9.8,0.0,2.85,943.9333333333333,277.0,63.0,11,2021,Ensanche de Vallecas,Oeste,Otoño,2.0
29/12/2021,54,9.3,0.0,0.7,948.7333333333333,60.0,87.0,12,2021,Ensanche de Vallecas,Noreste,Invierno,28.0
30/01/2021,54,10.4,4.3,3.28,885.1333333333333,197.0,77.0,1,2021,Ensanche de Vallecas,Sur,Invierno,1.0
30/03/2021,54,15.9,0.0,1.62,942.4666666666667,6.0,37.0,3,2021,Ensanche de Vallecas,Norte,Primavera,5.0
30/04/2021,54,11.8,0.0,1.47,943.6666666666666,192.0,60.0,4,2021,Ensanche de Vallecas,Sur,Primavera,4.0
30/05/2021,54,25.0,0.0,1.54,943.2666666666667,12.0,44.0,5,2021,Ensanche de Vallecas,Norte,Primavera,1.0
30/06/2021,54,25.6,0.0,1.33,816.1333333333333,26.0,34.0,6,2021,Ensanche de Vallecas,Norte,Verano,4.0
30/07/2021,54,28.8,0.0,1.51,880.4,182.0,27.0,7,2021,Ensanche de Vallecas,Sur,Verano,2.0
30/08/2021,54,25.7,0.0,1.23,943.4666666666667,182.0,39.0,8,2021,Ensanche de Vallecas,Sur,Verano,2.0
30/09/2021,54,19.4,0.0,0.96,947.1333333333333,24.0,52.0,9,2021,Ensanche de Vallecas,Norte,Otoño,11.0
30/10/2021,54,15.9,26.4,1.14,943.7333333333333,139.0,88.0,10,2021,Ensanche de Vallecas,Sureste,Otoño,1.0
30/11/2021,54,7.7,0.0,0.65,944.0,6.0,71.0,11,2021,Ensanche de Vallecas,Norte,Otoño,77.0
30/12/2021,54,9.6,0.0,0.69,950.3333333333334,14.0,81.0,12,2021,Ensanche de Vallecas,Norte,Invierno,65.0
31/01/2021,54,10.2,0.0,2.98,883.0,201.0,77.0,1,2021,Ensanche de Vallecas,Sur,Invierno,1.0
31/03/2021,54,16.5,0.0,1.74,940.1333333333333,110.0,33.0,3,2021,Ensanche de Vallecas,Este,Primavera,6.0
31/05/2021,54,24.1,2.5,1.39,940.8,23.0,47.0,5,2021,Ensanche de Vallecas,Norte,Primavera,4.0
31/07/2021,54,23.3,0.0,1.87,880.6666666666666,277.0,41.0,7,2021,Ensanche de Vallecas,Oeste,Verano,1.0
31/08/2021,54,26.1,0.0,1.11,944.7333333333333,9.0,43.0,8,2021,Ensanche de Vallecas,Norte,Verano,5.0
31/10/2021,54,16.3,24.1,1.17,946.0666666666667,157.0,93.0,10,2021,Ensanche de Vallecas,Sureste,Otoño,1.0
31/12/2021,54,10.0,0.0,0.71,950.3333333333334,2.0,76.0,12,2021,Ensanche de Vallecas,Norte,Invierno,47.0
01/01/2021,56,4.9,0.0,1.4,939.0,239.0,66.0,1,2021,Plaza Eliptica,Suroeste,Invierno,3.0
01/02/2021,56,11.8,0.0,1.85,945.0,208.0,76.0,2,2021,Plaza Eliptica,Sur,Invierno,5.0
01/03/2021,56,9.3,0.0,1.5,950.0,69.0,70.0,3,2021,Plaza Eliptica,Noreste,Primavera,23.0
01/04/2021,56,17.6,0.0,1.48,945.0,61.0,35.0,4,2021,Plaza Eliptica,Noreste,Primavera,8.0
01/05/2021,56,13.1,0.0,0.91,942.0,202.0,55.0,5,2021,Plaza Eliptica,Sur,Primavera,4.0
01/06/2021,56,20.9,1.8,1.37,941.0,61.0,63.0,6,2021,Plaza Eliptica,Noreste,Verano,10.0
01/07/2021,56,27.0,0.0,1.09,946.0,242.0,28.0,7,2021,Plaza Eliptica,Suroeste,Verano,20.0
01/08/2021,56,21.3,0.0,1.3,946.0,66.0,44.0,8,2021,Plaza Eliptica,Noreste,Verano,4.0
01/09/2021,56,20.7,25.4,1.25,946.0,53.0,73.0,9,2021,Plaza Eliptica,Noreste,Otoño,9.0
01/10/2021,56,19.8,0.0,0.73,950.0,49.0,54.0,10,2021,Plaza Eliptica,Noreste,Otoño,24.0
01/11/2021,56,15.6,13.5,1.05,942.0,219.0,70.0,11,2021,Plaza Eliptica,Sur,Otoño,3.0
01/12/2021,56,5.9,2.7,0.99,949.0,1.0,80.0,12,2021,Plaza Eliptica,Norte,Invierno,36.0
02/01/2021,56,3.0,0.0,1.1,942.0,243.0,54.0,1,2021,Plaza Eliptica,Suroeste,Invierno,18.0
02/02/2021,56,10.7,0.3,1.37,947.0,202.0,87.0,2,2021,Plaza Eliptica,Sur,Invierno,8.0
02/03/2021,56,11.5,0.0,1.04,954.0,95.0,67.0,3,2021,Plaza Eliptica,Este,Primavera,25.0
02/04/2021,56,14.2,8.8,1.03,945.0,160.0,77.0,4,2021,Plaza Eliptica,Sureste,Primavera,3.0
02/05/2021,56,14.3,0.1,1.18,946.0,70.0,50.0,5,2021,Plaza Eliptica,Noreste,Primavera,5.0
02/06/2021,56,20.8,0.0,1.05,944.0,132.0,53.0,6,2021,Plaza Eliptica,Este,Verano,13.0
02/07/2021,56,27.4,0.0,1.12,946.0,14.0,25.0,7,2021,Plaza Eliptica,Norte,Verano,20.0
02/08/2021,56,24.1,0.0,1.07,945.0,54.0,35.0,8,2021,Plaza Eliptica,Noreste,Verano,7.0
02/09/2021,56,20.5,3.5,0.93,947.0,58.0,70.0,9,2021,Plaza Eliptica,Noreste,Otoño,14.0
02/10/2021,56,19.7,0.0,0.89,946.0,199.0,52.0,10,2021,Plaza Eliptica,Sur,Otoño,16.0
02/11/2021,56,11.1,7.2,1.29,942.0,201.0,74.0,11,2021,Plaza Eliptica,Sur,Otoño,8.0
02/12/2021,56,8.2,0.0,1.17,944.0,19.0,56.0,12,2021,Plaza Eliptica,Norte,Invierno,25.0
03/01/2021,56,2.8,0.0,1.22,943.0,230.0,62.0,1,2021,Plaza Eliptica,Suroeste,Invierno,20.0
03/02/2021,56,10.7,0.1,0.95,944.0,186.0,85.0,2,2021,Plaza Eliptica,Sur,Invierno,20.0
