fecha,estacion,temperatura,precipitacion,vel_Viento,presion_barometrica,dir_viento,humedad_rel,mes,año,nombre_estacion,dir_cardinal,estacion_año,monoxido_nitrogeno
20/03/2019,56,10.2,0.0,2.05,955.0,67.0,40.0,3,2019,Plaza Eliptica,Noreste,Primavera,31.0
20/04/2019,56,14.2,0.1,1.82,946.0,67.0,58.0,4,2019,Plaza Eliptica,Noreste,Primavera,17.0
20/05/2019,56,16.9,0.0,0.96,942.0,90.0,37.0,5,2019,Plaza Eliptica,Noreste,Primavera,26.0
20/06/2019,56,23.7,0.0,1.28,943.0,213.0,40.0,6,2019,Plaza Eliptica,Sur,Verano,18.0
20/07/2019,56,31.3,0.0,1.17,944.0,186.0,28.0,7,2019,Plaza Eliptica,Sur,Verano,6.0
20/08/2019,56,25.3,0.1,1.93,947.0,74.0,46.0,8,2019,Plaza Eliptica,Noreste,Verano,7.0
20/09/2019,56,21.8,1.3,1.39,945.0,106.0,63.0,9,2019,Plaza Eliptica,Este,Otoño,18.0
20/10/2019,56,11.3,0.3,1.36,939.0,205.0,78.0,10,2019,Plaza Eliptica,Sur,Otoño,11.0
20/11/2019,56,6.2,4.3,0.66,940.0,237.0,81.0,11,2019,Plaza Eliptica,Suroeste,Otoño,71.0
20/12/2019,56,12.4,26.7,2.64,930.0,234.0,89.0,12,2019,Plaza Eliptica,Suroeste,Invierno,13.0
21/01/2019,56,5.8,0.0,0.99,949.0,254.0,60.0,1,2019,Plaza Eliptica,Suroeste,Invierno,77.0
21/02/2019,56,10.3,0.0,0.84,956.0,74.0,56.0,2,2019,Plaza Eliptica,Noreste,Invierno,94.0
21/03/2019,56,10.7,0.0,1.18,955.0,307.0,37.0,3,2019,Plaza Eliptica,Oeste,Primavera,46.0
21/04/2019,56,11.2,0.1,1.7,942.0,73.0,64.0,4,2019,Plaza Eliptica,Noreste,Primavera,16.0
21/05/2019,56,20.1,0.0,1.03,944.0,32.0,33.0,5,2019,Plaza Eliptica,Norte,Primavera,25.0
21/06/2019,56,24.5,0.0,1.17,944.0,67.0,38.0,6,2019,Plaza Eliptica,Noreste,Verano,11.0
21/07/2019,56,31.6,0.0,1.42,948.0,78.0,30.0,7,2019,Plaza Eliptica,Noreste,Verano,4.0
21/08/2019,56,24.2,17.6,1.53,949.0,67.0,53.0,8,2019,Plaza Eliptica,Noreste,Verano,7.0
21/09/2019,56,19.1,1.4,0.83,944.0,90.0,77.0,9,2019,Plaza Eliptica,Noreste,Otoño,16.0
21/10/2019,56,10.5,0.0,0.78,947.0,223.0,67.0,10,2019,Plaza Eliptica,Sur,Otoño,55.0
21/11/2019,56,8.0,1.2,0.68,938.0,223.0,91.0,11,2019,Plaza Eliptica,Sur,Otoño,44.0
21/12/2019,56,13.5,1.4,3.39,934.0,237.0,84.0,12,2019,Plaza Eliptica,Suroeste,Invierno,10.0
22/01/2019,56,4.7,0.1,1.14,945.0,237.0,72.0,1,2019,Plaza Eliptica,Suroeste,Invierno,80.0
22/02/2019,56,10.6,0.0,0.82,959.0,254.0,45.0,2,2019,Plaza Eliptica,Suroeste,Invierno,102.0
22/03/2019,56,11.6,0.0,1.0,955.0,223.0,39.0,3,2019,Plaza Eliptica,Sur,Primavera,57.0
22/04/2019,56,14.1,0.0,1.1,933.0,69.0,57.0,4,2019,Plaza Eliptica,Noreste,Primavera,24.0
22/05/2019,56,21.8,0.0,1.01,946.0,77.0,34.0,5,2019,Plaza Eliptica,Noreste,Primavera,38.0
22/06/2019,56,24.7,0.0,1.35,945.0,76.0,38.0,6,2019,Plaza Eliptica,Noreste,Verano,24.0
22/07/2019,56,31.3,0.0,1.77,949.0,67.0,25.0,7,2019,Plaza Eliptica,Noreste,Verano,12.0
22/08/2019,56,24.4,0.0,1.02,950.0,65.0,50.0,8,2019,Plaza Eliptica,Noreste,Verano,25.0
22/09/2019,56,19.5,2.2,1.13,944.0,234.0,64.0,9,2019,Plaza Eliptica,Suroeste,Otoño,7.0
22/10/2019,56,10.0,2.6,0.88,943.0,267.0,74.0,10,2019,Plaza Eliptica,Suroeste,Otoño,38.0
22/11/2019,56,9.5,5.0,1.29,928.0,200.0,93.0,11,2019,Plaza Eliptica,Sur,Otoño,32.0
22/12/2019,56,11.6,0.0,2.67,946.0,237.0,77.0,12,2019,Plaza Eliptica,Suroeste,Invierno,8.0
23/01/2019,56,10.5,0.0,2.62,938.0,245.0,60.0,1,2019,Plaza Eliptica,Suroeste,Invierno,18.0
23/02/2019,56,10.5,0.0,0.78,957.0,54.0,45.0,2,2019,Plaza Eliptica,Noreste,Invierno,75.0
23/03/2019,56,13.9,0.0,1.21,954.0,345.0,42.0,3,2019,Plaza Eliptica,Norte,Primavera,28.0
23/04/2019,56,10.8,1.6,1.76,929.0,205.0,69.0,4,2019,Plaza Eliptica,Sur,Primavera,18.0
23/05/2019,56,22.8,0.0,1.1,946.0,223.0,34.0,5,2019,Plaza Eliptica,Sur,Primavera,48.0
23/06/2019,56,26.8,0.0,0.98,943.0,223.0,30.0,6,2019,Plaza Eliptica,Sur,Verano,16.0
23/07/2019,56,30.6,1.4,1.38,948.0,90.0,26.0,7,2019,Plaza Eliptica,Noreste,Verano,13.0
23/08/2019,56,26.1,0.0,0.86,949.0,106.0,33.0,8,2019,Plaza Eliptica,Este,Verano,25.0
23/09/2019,56,18.5,0.0,0.83,950.0,205.0,56.0,9,2019,Plaza Eliptica,Sur,Otoño,46.0
23/10/2019,56,9.4,11.8,0.91,937.0,223.0,88.0,10,2019,Plaza Eliptica,Sur,Otoño,18.0
23/11/2019,56,9.7,1.1,1.51,932.0,254.0,61.0,11,2019,Plaza Eliptica,Suroeste,Otoño,11.0
23/12/2019,56,10.3,0.0,1.07,956.0,205.0,68.0,12,2019,Plaza Eliptica,Sur,Invierno,64.0
24/01/2019,56,12.7,0.0,1.49,940.0,90.0,56.0,1,2019,Plaza Eliptica,Noreste,Invierno,73.0
24/02/2019,56,12.1,0.0,0.81,958.0,67.0,45.0,2,2019,Plaza Eliptica,Noreste,Invierno,63.0
24/03/2019,56,15.5,0.0,1.12,952.0,79.0,37.0,3,2019,Plaza Eliptica,Noreste,Primavera,48.0
24/04/2019,56,8.3,21.0,1.65,934.0,205.0,90.0,4,2019,Plaza Eliptica,Sur,Primavera,27.0
24/05/2019,56,20.8,0.0,1.6,944.0,74.0,40.0,5,2019,Plaza Eliptica,Noreste,Primavera,28.0
24/06/2019,56,26.6,0.0,1.21,943.0,146.0,31.0,6,2019,Plaza Eliptica,Sureste,Verano,13.0
24/07/2019,56,30.6,0.0,1.2,945.0,333.0,30.0,7,2019,Plaza Eliptica,Norte,Verano,17.0
24/08/2019,56,26.9,0.0,0.86,948.0,78.0,31.0,8,2019,Plaza Eliptica,Noreste,Verano,22.0
24/09/2019,56,20.4,0.0,1.14,948.0,205.0,54.0,9,2019,Plaza Eliptica,Sur,Otoño,38.0
24/10/2019,56,12.9,0.0,0.93,947.0,237.0,66.0,10,2019,Plaza Eliptica,Suroeste,Otoño,32.0
24/11/2019,56,9.5,0.0,1.27,943.0,225.0,63.0,11,2019,Plaza Eliptica,Sur,Otoño,7.0
24/12/2019,56,9.5,0.0,0.66,957.0,54.0,77.0,12,2019,Plaza Eliptica,Noreste,Invierno,111.0
25/01/2019,56,10.9,0.0,1.03,947.0,73.0,58.0,1,2019,Plaza Eliptica,Noreste,Invierno,83.0
25/02/2019,56,11.9,0.0,0.82,959.0,78.0,49.0,2,2019,Plaza Eliptica,Noreste,Invierno,90.0
25/03/2019,56,15.2,0.0,1.62,949.0,78.0,32.0,3,2019,Plaza Eliptica,Noreste,Primavera,35.0
25/04/2019,56,10.6,5.4,2.38,940.0,223.0,71.0,4,2019,Plaza Eliptica,Sur,Primavera,23.0
25/05/2019,56,19.0,0.0,1.56,948.0,78.0,41.0,5,2019,Plaza Eliptica,Noreste,Primavera,21.0
25/06/2019,56,27.7,0.0,1.06,945.0,210.0,38.0,6,2019,Plaza Eliptica,Sur,Verano,22.0
25/07/2019,56,30.9,0.0,1.27,944.0,205.0,26.0,7,2019,Plaza Eliptica,Sur,Verano,21.0
25/08/2019,56,27.3,0.0,1.47,946.0,160.0,34.0,8,2019,Plaza Eliptica,Sureste,Verano,4.0
25/09/2019,56,20.7,0.0,0.98,948.0,307.0,48.0,9,2019,Plaza Eliptica,Oeste,Otoño,21.0
25/10/2019,56,13.9,0.0,0.68,953.0,186.0,72.0,10,2019,Plaza Eliptica,Sur,Otoño,109.0
25/11/2019,56,12.0,0.0,1.44,944.0,230.0,85.0,11,2019,Plaza Eliptica,Suroeste,Otoño,15.0
25/12/2019,56,10.2,0.0,0.67,955.0,67.0,79.0,12,2019,Plaza Eliptica,Noreste,Invierno,95.0
26/01/2019,56,7.6,0.0,0.82,949.0,54.0,63.0,1,2019,Plaza Eliptica,Noreste,Invierno,84.0
26/02/2019,56,12.5,0.0,0.93,958.0,70.0,46.0,2,2019,Plaza Eliptica,Noreste,Invierno,111.0
26/03/2019,56,13.7,0.0,2.26,948.0,83.0,33.0,3,2019,Plaza Eliptica,Noreste,Primavera,26.0
26/04/2019,56,13.2,0.0,1.28,952.0,245.0,51.0,4,2019,Plaza Eliptica,Suroeste,Primavera,21.0
26/05/2019,56,19.9,0.0,1.39,948.0,73.0,40.0,5,2019,Plaza Eliptica,Noreste,Primavera,20.0
26/06/2019,56,29.3,0.0,1.31,946.0,125.0,39.0,6,2019,Plaza Eliptica,Este,Verano,17.0
26/07/2019,56,27.5,0.0,1.55,942.0,213.0,33.0,7,2019,Plaza Eliptica,Sur,Verano,8.0
26/08/2019,56,22.3,36.4,1.52,945.0,125.0,59.0,8,2019,Plaza Eliptica,Este,Verano,10.0
26/09/2019,56,21.2,0.0,0.82,949.0,284.0,48.0,9,2019,Plaza Eliptica,Oeste,Otoño,63.0
26/10/2019,56,14.8,0.0,0.67,951.0,31.0,68.0,10,2019,Plaza Eliptica,Norte,Otoño,88.0
26/11/2019,56,12.0,2.1,1.2,943.0,205.0,92.0,11,2019,Plaza Eliptica,Sur,Otoño,20.0
26/12/2019,56,10.1,0.0,0.77,956.0,78.0,78.0,12,2019,Plaza Eliptica,Noreste,Invierno,109.0
27/01/2019,56,8.3,0.0,1.58,944.0,267.0,57.0,1,2019,Plaza Eliptica,Suroeste,Invierno,32.0
27/02/2019,56,12.4,0.0,0.87,957.0,31.0,39.0,2,2019,Plaza Eliptica,Norte,Invierno,84.0
27/03/2019,56,12.8,0.0,1.2,952.0,83.0,29.0,3,2019,Plaza Eliptica,Noreste,Primavera,42.0
27/04/2019,56,15.1,0.0,0.82,955.0,62.0,49.0,4,2019,Plaza Eliptica,Noreste,Primavera,56.0
27/05/2019,56,22.9,0.0,1.11,944.0,89.0,37.0,5,2019,Plaza Eliptica,Noreste,Primavera,37.0
27/06/2019,56,30.9,0.0,1.86,947.0,169.0,31.0,6,2019,Plaza Eliptica,Sureste,Verano,15.0
27/07/2019,56,23.8,0.0,1.57,940.0,223.0,36.0,7,2019,Plaza Eliptica,Sur,Verano,2.0
27/08/2019,56,21.8,0.4,0.92,946.0,67.0,62.0,8,2019,Plaza Eliptica,Noreste,Verano,13.0
27/09/2019,56,22.3,0.0,0.86,949.0,298.0,44.0,9,2019,Plaza Eliptica,Oeste,Otoño,53.0
27/10/2019,56,15.5,0.0,0.66,950.0,62.0,66.0,10,2019,Plaza Eliptica,Noreste,Otoño,63.0
27/11/2019,56,11.8,0.1,1.89,942.0,223.0,81.0,11,2019,Plaza Eliptica,Sur,Otoño,11.0
27/12/2019,56,8.5,0.0,0.68,958.0,90.0,65.0,12,2019,Plaza Eliptica,Noreste,Invierno,111.0
28/01/2019,56,9.4,0.0,2.12,946.0,254.0,51.0,1,2019,Plaza Eliptica,Suroeste,Invierno,20.0
28/02/2019,56,12.1,0.0,0.77,956.0,65.0,44.0,2,2019,Plaza Eliptica,Noreste,Invierno,94.0
28/03/2019,56,13.4,0.0,1.15,954.0,67.0,26.0,3,2019,Plaza Eliptica,Noreste,Primavera,55.0
28/04/2019,56,18.7,0.0,0.89,951.0,223.0,48.0,4,2019,Plaza Eliptica,Sur,Primavera,40.0
28/05/2019,56,20.2,0.0,1.56,946.0,78.0,37.0,5,2019,Plaza Eliptica,Noreste,Primavera,28.0
28/06/2019,56,31.1,0.0,1.48,947.0,73.0,29.0,6,2019,Plaza Eliptica,Noreste,Verano,14.0
28/07/2019,56,23.9,0.0,1.35,942.0,78.0,40.0,7,2019,Plaza Eliptica,Noreste,Verano,4.0
28/08/2019,56,27.0,0.0,0.96,947.0,133.0,41.0,8,2019,Plaza Eliptica,Este,Verano,38.0
28/09/2019,56,21.2,0.0,0.79,950.0,62.0,38.0,9,2019,Plaza Eliptica,Noreste,Otoño,46.0
28/10/2019,56,16.8,0.0,0.77,948.0,205.0,65.0,10,2019,Plaza Eliptica,Sur,Otoño,79.0
28/11/2019,56,10.6,0.0,1.59,946.0,209.0,87.0,11,2019,Plaza Eliptica,Sur,Otoño,20.0
28/12/2019,56,7.4,0.0,0.73,958.0,78.0,61.0,12,2019,Plaza Eliptica,Noreste,Invierno,128.0
29/01/2019,56,8.4,0.0,1.75,943.0,254.0,63.0,1,2019,Plaza Eliptica,Suroeste,Invierno,21.0
29/03/2019,56,12.6,0.0,1.25,952.0,78.0,33.0,3,2019,Plaza Eliptica,Noreste,Primavera,37.0
29/04/2019,56,20.3,0.0,0.94,947.0,267.0,38.0,4,2019,Plaza Eliptica,Suroeste,Primavera,54.0
29/05/2019,56,19.1,0.0,1.76,951.0,69.0,37.0,5,2019,Plaza Eliptica,Noreste,Primavera,27.0
29/06/2019,56,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,Plaza Eliptica,Norte,Verano,0.0
29/07/2019,56,26.9,0.0,1.39,941.0,306.0,27.0,7,2019,Plaza Eliptica,Oeste,Verano,19.0
29/08/2019,56,26.3,0.0,0.88,949.0,249.0,44.0,8,2019,Plaza Eliptica,Suroeste,Verano,35.0
29/09/2019,56,21.4,0.0,0.88,948.0,298.0,38.0,9,2019,Plaza Eliptica,Oeste,Otoño,29.0
29/10/2019,56,14.7,0.0,0.66,948.0,237.0,79.0,10,2019,Plaza Eliptica,Suroeste,Otoño,115.0
29/11/2019,56,13.1,0.2,1.38,949.0,223.0,88.0,11,2019,Plaza Eliptica,Sur,Otoño,17.0
29/12/2019,56,7.6,0.0,0.72,958.0,65.0,62.0,12,2019,Plaza Eliptica,Noreste,Invierno,115.0
30/01/2019,56,7.6,3.5,1.69,940.0,254.0,60.0,1,2019,Plaza Eliptica,Suroeste,Invierno,24.0
30/03/2019,56,13.1,0.0,1.14,948.0,74.0,37.0,3,2019,Plaza Eliptica,Noreste,Primavera,30.0
30/04/2019,56,21.1,0.0,0.94,945.0,72.0,40.0,4,2019,Plaza Eliptica,Noreste,Primavera,40.0
30/05/2019,56,22.8,0.0,1.53,953.0,83.0,31.0,5,2019,Plaza Eliptica,Noreste,Primavera,36.0
30/06/2019,56,0.0,0.0,0.0,0.0,0.0,0.0,6,2019,Plaza Eliptica,Norte,Verano,0.0
30/07/2019,56,25.4,0.0,1.09,945.0,223.0,26.0,7,2019,Plaza Eliptica,Sur,Verano,17.0
30/08/2019,56,26.3,13.5,0.92,950.0,262.0,48.0,8,2019,Plaza Eliptica,Suroeste,Verano,16.0
30/09/2019,56,21.8,0.0,0.88,947.0,54.0,36.0,9,2019,Plaza Eliptica,Noreste,Otoño,79.0
30/10/2019,56,15.6,0.0,0.84,952.0,223.0,76.0,10,2019,Plaza Eliptica,Sur,Otoño,67.0
30/11/2019,56,12.7,7.6,1.59,947.0,223.0,86.0,11,2019,Plaza Eliptica,Sur,Otoño,11.0
30/12/2019,56,6.5,0.0,0.7,959.0,67.0,72.0,12,2019,Plaza Eliptica,Noreste,Invierno,128.0
31/01/2019,56,10.2,1.5,2.91,932.0,230.0,88.0,1,2019,Plaza Eliptica,Suroeste,Invierno,23.0
31/03/2019,56,11.4,0.2,1.13,944.0,67.0,62.0,3,2019,Plaza Eliptica,Noreste,Primavera,20.0
31/05/2019,56,13.8,0.0,0.92,919.0,90.0,17.0,5,2019,Plaza Eliptica,Noreste,Primavera,45.0
31/07/2019,56,26.1,0.0,1.57,945.0,116.0,38.0,7,2019,Plaza Eliptica,Este,Verano,10.0
31/08/2019,56,25.8,0.0,0.77,947.0,306.0,50.0,8,2019,Plaza Eliptica,Oeste,Verano,26.0
31/10/2019,56,18.6,0.0,0.95,952.0,234.0,70.0,10,2019,Plaza Eliptica,Suroeste,Otoño,35.0
31/12/2019,56,6.5,0.0,0.71,960.0,67.0,77.0,12,2019,Plaza Eliptica,Noreste,Invierno,136.0
01/01/2019,59,5.2,0.0,0.48,952.0,27.0,57.0,1,2019,Parque Juan Carlos I,Norte,Invierno,24.0
01/02/2019,59,6.8,6.4,3.78,917.0,258.0,80.0,2,2019,Parque Juan Carlos I,Suroeste,Invierno,2.0
01/03/2019,59,11.7,0.0,0.97,946.0,13.0,47.0,3,2019,Parque Juan Carlos I,Norte,Primavera,4.0
01/04/2019,59,11.4,0.0,0.91,936.0,37.0,73.0,4,2019,Parque Juan Carlos I,Norte,Primavera,3.0
01/05/2019,59,17.8,0.0,1.09,936.0,358.0,43.0,5,2019,Parque Juan Carlos I,Norte,Primavera,2.0
01/06/2019,59,24.5,0.0,0.85,943.0,129.0,30.0,6,2019,Parque Juan Carlos I,Este,Verano,2.0
01/07/2019,59,28.8,0.0,1.4989473684210526,939.0,90.05263157894737,28.0,7,2019,Parque Juan Carlos I,Este,Verano,2.0
01/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
01/09/2019,59,25.0,0.0,0.98,938.0,6.0,45.0,9,2019,Parque Juan Carlos I,Norte,Otoño,4.0
01/10/2019,59,19.5,0.0,1.44,938.0,341.0,43.0,10,2019,Parque Juan Carlos I,Norte,Otoño,14.0
01/11/2019,59,17.3,0.0,2.13,942.0,218.0,81.0,11,2019,Parque Juan Carlos I,Sur,Otoño,2.0
01/12/2019,59,6.9,20.0,1.02,934.0,10.0,98.0,12,2019,Parque Juan Carlos I,Norte,Invierno,2.0
02/01/2019,59,4.1,0.0,0.49,950.0,268.0,64.0,1,2019,Parque Juan Carlos I,Suroeste,Invierno,38.0
02/02/2019,59,4.5,0.0,2.34,931.0,276.0,56.0,2,2019,Parque Juan Carlos I,Oeste,Invierno,1.0
02/03/2019,59,13.0,0.0,0.84,946.0,71.0,46.0,3,2019,Parque Juan Carlos I,Noreste,Primavera,9.0
02/04/2019,59,12.7,0.0,1.11,937.0,204.0,64.0,4,2019,Parque Juan Carlos I,Sur,Primavera,18.0
02/05/2019,59,17.8,0.0,0.86,936.0,35.0,55.0,5,2019,Parque Juan Carlos I,Norte,Primavera,2.0
02/06/2019,59,25.6,0.0,1.1,941.0,187.0,27.0,6,2019,Parque Juan Carlos I,Sur,Verano,2.0
02/07/2019,59,27.1,0.20526315789473684,1.4005263157894736,938.0,85.21052631578948,37.0,7,2019,Parque Juan Carlos I,Noreste,Verano,1.0
02/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
02/09/2019,59,23.5,0.0,1.81,941.0,39.0,51.0,9,2019,Parque Juan Carlos I,Norte,Otoño,1.0
02/10/2019,59,18.2,0.0,1.3,940.0,62.0,46.0,10,2019,Parque Juan Carlos I,Noreste,Otoño,3.0
02/11/2019,59,15.7,0.0,2.98,933.0,246.0,80.0,11,2019,Parque Juan Carlos I,Suroeste,Otoño,1.0
02/12/2019,59,7.0,0.0,2.9,938.0,27.0,75.0,12,2019,Parque Juan Carlos I,Norte,Invierno,2.0
03/01/2019,59,5.1,0.0,0.57,949.0,17.0,52.0,1,2019,Parque Juan Carlos I,Norte,Invierno,16.0
03/02/2019,59,3.7,0.0,2.02,946.0,4.0,53.0,2,2019,Parque Juan Carlos I,Norte,Invierno,2.0
03/03/2019,59,12.1,0.0,1.46,945.0,338.0,50.0,3,2019,Parque Juan Carlos I,Norte,Primavera,7.0
03/04/2019,59,11.5,0.0,2.0,930.0,307.0,43.0,4,2019,Parque Juan Carlos I,Oeste,Primavera,4.0
03/05/2019,59,14.8,0.0,1.73,934.0,16.0,56.0,5,2019,Parque Juan Carlos I,Norte,Primavera,2.0
03/06/2019,59,25.5,0.0,1.61,938.0,163.0,27.0,6,2019,Parque Juan Carlos I,Sureste,Verano,4.0
03/07/2019,59,26.9,0.08947368421052632,1.5984210526315787,937.0,104.52631578947368,42.0,7,2019,Parque Juan Carlos I,Este,Verano,2.0
03/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
03/09/2019,59,24.7,0.0,1.01,943.0,30.0,40.0,9,2019,Parque Juan Carlos I,Norte,Otoño,3.0
03/10/2019,59,17.0,0.0,0.64,942.0,348.0,50.0,10,2019,Parque Juan Carlos I,Norte,Otoño,9.0
03/11/2019,59,13.8,0.0,3.32,930.0,244.0,63.0,11,2019,Parque Juan Carlos I,Suroeste,Otoño,1.0
03/12/2019,59,5.3,0.0,1.92,938.0,24.0,74.0,12,2019,Parque Juan Carlos I,Norte,Invierno,2.0
04/01/2019,59,4.2,0.0,0.48,951.0,343.0,62.0,1,2019,Parque Juan Carlos I,Norte,Invierno,68.0
04/02/2019,59,3.9,0.0,0.58,950.0,93.0,63.0,2,2019,Parque Juan Carlos I,Este,Invierno,59.0
04/03/2019,59,12.0,0.0,2.73,941.0,211.0,64.0,3,2019,Parque Juan Carlos I,Sur,Primavera,3.0
04/04/2019,59,8.5,0.0,1.5,926.0,341.0,35.0,4,2019,Parque Juan Carlos I,Norte,Primavera,4.0
04/05/2019,59,13.6,0.0,1.14,937.0,74.0,47.0,5,2019,Parque Juan Carlos I,Noreste,Primavera,2.0
04/06/2019,59,23.5,0.0,2.3,934.0,220.0,36.0,6,2019,Parque Juan Carlos I,Sur,Verano,2.0
04/07/2019,59,27.7,0.0,1.3736842105263154,938.0,95.05263157894737,32.0,7,2019,Parque Juan Carlos I,Este,Verano,1.0
04/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
04/09/2019,59,25.2,0.0,0.9,942.0,0.0,32.0,9,2019,Parque Juan Carlos I,Norte,Otoño,3.0
04/10/2019,59,19.2,0.0,0.85,940.0,258.0,42.0,10,2019,Parque Juan Carlos I,Suroeste,Otoño,11.0
04/11/2019,59,13.4,2.9,3.13,933.0,252.0,79.0,11,2019,Parque Juan Carlos I,Suroeste,Otoño,2.0
04/12/2019,59,7.5,3.2,1.8,933.0,42.0,82.0,12,2019,Parque Juan Carlos I,Norte,Invierno,2.0
05/01/2019,59,3.9,0.0,0.47,953.0,137.0,59.0,1,2019,Parque Juan Carlos I,Sureste,Invierno,44.0
05/02/2019,59,7.3,0.0,0.63,950.0,243.0,64.0,2,2019,Parque Juan Carlos I,Suroeste,Invierno,69.0
05/03/2019,59,11.8,0.0,1.95,939.0,225.0,59.0,3,2019,Parque Juan Carlos I,Sur,Primavera,4.0
05/04/2019,59,6.3,6.1,2.28,923.0,221.0,77.0,4,2019,Parque Juan Carlos I,Sur,Primavera,2.0
05/05/2019,59,14.6,0.0,1.43,939.0,23.0,43.0,5,2019,Parque Juan Carlos I,Norte,Primavera,1.0
05/06/2019,59,17.0,0.7,2.82,934.0,276.0,39.0,6,2019,Parque Juan Carlos I,Oeste,Verano,1.0
05/07/2019,59,27.4,0.0,1.3905263157894736,939.0,102.15789473684211,32.0,7,2019,Parque Juan Carlos I,Este,Verano,3.0
05/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
05/09/2019,59,20.7,0.0,2.94,943.0,45.0,40.0,9,2019,Parque Juan Carlos I,Norte,Otoño,1.0
05/10/2019,59,19.9,0.0,0.8,940.0,17.0,49.0,10,2019,Parque Juan Carlos I,Norte,Otoño,4.0
05/11/2019,59,10.6,0.4,2.82,934.0,268.0,64.0,11,2019,Parque Juan Carlos I,Suroeste,Otoño,2.0
05/12/2019,59,8.7,0.0,2.36,939.0,43.0,73.0,12,2019,Parque Juan Carlos I,Norte,Invierno,1.0
06/01/2019,59,5.2,0.0,0.47,951.0,143.0,52.0,1,2019,Parque Juan Carlos I,Sureste,Invierno,45.0
06/02/2019,59,7.9,0.0,0.77,947.0,319.0,70.0,2,2019,Parque Juan Carlos I,Norte,Invierno,27.0
06/03/2019,59,10.1,7.0,3.34,930.0,182.0,77.0,3,2019,Parque Juan Carlos I,Sur,Primavera,3.0
06/04/2019,59,6.0,0.9,2.46,926.0,233.0,76.0,4,2019,Parque Juan Carlos I,Suroeste,Primavera,1.0
06/05/2019,59,16.8,0.0,1.36,940.0,343.0,33.0,5,2019,Parque Juan Carlos I,Norte,Primavera,6.0
06/06/2019,59,17.5,1.1,2.11,934.0,219.0,33.0,6,2019,Parque Juan Carlos I,Sur,Verano,6.0
06/07/2019,59,26.9,0.8789473684210526,1.3626315789473682,938.0,87.6842105263158,27.0,7,2019,Parque Juan Carlos I,Noreste,Verano,3.0
06/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
06/09/2019,59,18.0,0.0,1.89,943.0,40.0,39.0,9,2019,Parque Juan Carlos I,Norte,Otoño,1.0
06/10/2019,59,19.9,0.0,0.68,942.0,210.0,46.0,10,2019,Parque Juan Carlos I,Sur,Otoño,6.0
06/11/2019,59,10.9,0.0,1.93,937.0,267.0,59.0,11,2019,Parque Juan Carlos I,Suroeste,Otoño,3.0
06/12/2019,59,8.8,0.0,0.69,944.0,16.0,77.0,12,2019,Parque Juan Carlos I,Norte,Invierno,9.0
07/01/2019,59,6.7,0.0,0.49,950.0,90.0,33.0,1,2019,Parque Juan Carlos I,Noreste,Invierno,13.0
07/02/2019,59,7.9,0.0,0.57,945.0,343.0,70.0,2,2019,Parque Juan Carlos I,Norte,Invierno,52.0
07/03/2019,59,8.2,0.0,2.05,938.0,253.0,60.0,3,2019,Parque Juan Carlos I,Suroeste,Primavera,6.0
07/04/2019,59,7.9,1.5,1.77,933.0,236.0,67.0,4,2019,Parque Juan Carlos I,Suroeste,Primavera,1.0
07/05/2019,59,17.6,0.0,2.11,939.0,241.0,53.0,5,2019,Parque Juan Carlos I,Suroeste,Primavera,9.0
07/06/2019,59,16.0,1.3,2.4,938.0,258.0,43.0,6,2019,Parque Juan Carlos I,Suroeste,Verano,2.0
07/07/2019,59,27.2,0.0,1.3973684210526316,936.0,89.0,27.0,7,2019,Parque Juan Carlos I,Noreste,Verano,3.0
07/08/2019,59,0.0,0.0,0.0,0.0,0.0,0.0,8,2019,Parque Juan Carlos I,Norte,Verano,0.0
07/09/2019,59,19.8,0.0,1.75,942.0,20.0,40.0,9,2019,Parque Juan Carlos I,Norte,Otoño,1.0
07/10/2019,59,20.2,0.0,0.61,942.0,338.0,46.0,10,2019,Parque Juan Carlos I,Norte,Otoño,15.0
07/11/2019,59,9.8,0.4,2.55,934.0,233.0,66.0,11,2019,Parque Juan Carlos I,Suroeste,Otoño,3.0
07/12/2019,59,7.1,0.0,0.57,946.0,258.0,83.0,12,2019,Parque Juan Carlos I,Suroeste,Invierno,25.0
08/01/2019,59,6.1,0.0,0.53,950.0,90.0,44.0,1,2019,Parque Juan Carlos I,Noreste,Invierno,37.0
08/02/2019,59,7.3,0.1,1.1,944.0,338.0,63.0,2,2019,Parque Juan Carlos I,Norte,Invierno,13.0
08/03/2019,59,10.2,0.0,0.83,944.0,229.0,63.0,3,2019,Parque Juan Carlos I,Suroeste,Primavera,10.0
